2026-01-28 04:14:00,981 | INFO | Run started: run_id=BE_gradual__retrain_p1_all_seen_fit__041400
2026-01-28 04:14:02,135 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.11200308799743652 cpu=0.109375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-28 04:14:02,266 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.11918973922729492 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:14:02,406 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.12900137901306152 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-28 04:14:02,556 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.13599634170532227 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:14:02,719 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.15299749374389648 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-28 04:14:02,884 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.15354466438293457 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:14:03,059 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.16399788856506348 cpu=0.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-28 04:14:03,257 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.17599987983703613 cpu=0.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:14:03,456 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.18437767028808594 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-28 04:14:03,656 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.18828988075256348 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:14:03,876 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.20756793022155762 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-28 04:14:04,093 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.20600366592407227 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:14:04,321 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.21700024604797363 cpu=0.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-28 04:14:04,561 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.23026752471923828 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:14:04,802 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.22940587997436523 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-28 04:14:05,044 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.23099827766418457 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:14:05,289 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.23400092124938965 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-28 04:14:05,545 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.2460002899169922 cpu=0.25 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:14:05,810 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.25406932830810547 cpu=0.25 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-28 04:14:06,075 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.25577592849731445 cpu=0.265625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:14:06,354 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.2620127201080322 cpu=0.265625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-28 04:14:06,634 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.26686644554138184 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:14:06,927 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.27864766120910645 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-28 04:14:07,209 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.2716207504272461 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:14:07,531 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.30434203147888184 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-28 04:14:07,856 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.31403255462646484 cpu=0.3125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:14:08,162 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=0.2969686985015869 cpu=0.3125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-28 04:14:08,482 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.3031799793243408 cpu=0.296875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:14:08,822 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.32444262504577637 cpu=0.3125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-28 04:14:09,173 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.34099578857421875 cpu=0.328125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:14:09,500 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=0.31651878356933594 cpu=0.328125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-28 04:14:09,500 | INFO | Run finished. total={'wall_sec': 8.518852710723877, 'cpu_sec': 8.421875, 'cpu_pct': 98.86161066499251, 'rss_mb': None} peak_rss_mb=None
