2026-01-28 04:16:36,598 | INFO | Run started: run_id=BE_gradual__retrain_p2_last_window_wb2_fit__041636
2026-01-28 04:16:37,363 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=1000 wall=0.018550634384155273 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 27}
2026-01-28 04:16:37,393 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=1000 wall=0.013841867446899414 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 29}
2026-01-28 04:16:37,428 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=1000 wall=0.013852119445800781 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 31}
2026-01-28 04:16:37,466 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=1000 wall=0.013046979904174805 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 33}
2026-01-28 04:16:37,497 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=1000 wall=0.013317346572875977 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 35}
2026-01-28 04:16:37,532 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=1000 wall=0.014298200607299805 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 37}
2026-01-28 04:16:37,560 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=1000 wall=0.013644695281982422 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 39}
2026-01-28 04:16:37,595 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=1000 wall=0.01350092887878418 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 1000, 'global_batch_id': 41}
2026-01-28 04:16:37,636 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=1000 wall=0.018990039825439453 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 1000, 'global_batch_id': 43}
2026-01-28 04:16:37,645 | INFO | Run finished. total={'wall_sec': 1.0472443103790283, 'cpu_sec': 1.015625, 'cpu_pct': 96.98071308999671, 'rss_mb': None} peak_rss_mb=None
